STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_NO,YEAR,AADTT_ALL_TRUCKS_TREND,ANNUAL_TRUCK_VOLUME_TREND
12,Florida,4099,1,1988,191,69906
12,Florida,4097,1,2004,2329,852414
12,Florida,4097,1,2005,1872,28080
12,Florida,4097,1,2003,2275,830375
12,Florida,1060,1,2003,237,15642
12,Florida,4108,1,1996,165,49335
12,Florida,3995,1,1997,1826,195382
12,Florida,3996,1,1997,204,74460
12,Florida,1060,1,1998,81,29565
12,Florida,3995,1,1995,511,186515
12,Florida,3996,1,1995,162,59130
12,Florida,4097,1,1995,1373,501145
12,Florida,4103,1,1995,251,91615
12,Florida,4107,1,1995,121,44165
12,Florida,4108,1,1995,291,106215
12,Florida,1060,1,1995,146,53290
12,Florida,4097,1,1992,1146,419436
12,Florida,4099,1,1992,222,40182
12,Florida,4103,1,1992,557,203862
12,Florida,4105,1,1992,526,192516
12,Florida,4107,1,1992,134,49044
12,Florida,4108,1,1992,199,72834
12,Florida,1060,1,1991,174,63510
12,Florida,4099,1,1991,207,75555
12,Florida,4103,1,1991,413,150745
12,Florida,4105,1,1991,472,172280
12,Florida,4107,1,1991,94,34310
12,Florida,4108,1,1991,244,89060
12,Florida,3995,1,1996,1773,648918
12,Florida,3996,1,1996,169,61854
12,Florida,1060,1,1996,139,50874
12,Florida,3995,1,1992,1022,374052
12,Florida,3996,1,1992,146,53436
12,Florida,4097,1,1996,1448,529968
12,Florida,4103,1,1996,714,261324
12,Florida,4107,1,1996,149,54534
12,Florida,1060,1,1997,98,35770
12,Florida,4097,1,1997,1558,568670
12,Florida,4103,1,1997,764,278860
12,Florida,4107,1,1997,204,74460
12,Florida,4097,1,1993,1383,504795
12,Florida,4103,1,1993,246,89790
12,Florida,4105,1,1993,449,69146
12,Florida,4107,1,1993,145,52925
12,Florida,4108,1,1993,109,39785
12,Florida,3995,1,1991,1529,558085
12,Florida,3996,1,1991,187,68255
12,Florida,4097,1,1991,740,270100
12,Florida,3996,1,1998,188,28576
12,Florida,1060,1,2002,230,83950
12,Florida,1060,1,1999,106,38690
12,Florida,4097,1,1998,1706,622690
12,Florida,4103,1,1998,837,305505
12,Florida,4107,1,1998,177,21948
12,Florida,1060,1,2000,83,30378
12,Florida,1060,1,2001,96,35040
12,Florida,4097,1,2000,1701,622566
12,Florida,4103,1,2000,803,139722
12,Florida,4097,1,2001,1753,639845
12,Florida,4097,1,2002,1713,625245
12,Florida,4097,1,1999,1680,613200
12,Florida,4103,1,1999,897,327405
12,Florida,4099,1,1980,207,75762
12,Florida,3995,1,1976,284,103944
12,Florida,3996,1,1976,358,131028
12,Florida,4099,1,1976,259,55426
12,Florida,1060,1,1980,386,141276
12,Florida,3995,1,1977,303,110595
12,Florida,3995,1,1982,415,151475
12,Florida,3996,1,1982,286,104390
12,Florida,4099,1,1982,222,81030
12,Florida,4103,1,1982,102,21828
12,Florida,3995,1,1980,366,133956
12,Florida,3996,1,1980,308,112728
12,Florida,1060,1,1979,403,37076
12,Florida,1060,1,1982,355,129575
12,Florida,3995,1,1975,267,8277
12,Florida,3996,1,1975,372,135780
12,Florida,3995,1,1978,322,117530
12,Florida,3996,1,1978,332,121180
12,Florida,3995,1,1979,343,125195
12,Florida,3996,1,1979,320,116800
12,Florida,4099,1,1979,240,87600
12,Florida,3995,1,1981,390,142350
12,Florida,3996,1,1981,297,108405
12,Florida,3996,1,1977,345,125925
12,Florida,3996,1,1974,386,82604
12,Florida,4099,1,1978,246,89790
12,Florida,4099,1,1981,228,83220
12,Florida,1060,1,1981,370,135050
12,Florida,4099,1,1977,252,91980
12,Florida,1060,1,1989,264,96360
12,Florida,4099,1,1983,217,79205
12,Florida,4103,1,1983,114,41610
12,Florida,4107,1,1983,267,24564
12,Florida,3995,1,1986,535,195275
12,Florida,3996,1,1986,246,89790
12,Florida,1060,1,1994,126,45990
12,Florida,3996,1,1989,347,126655
12,Florida,4097,1,1989,1238,451870
12,Florida,4099,1,1989,186,67890
12,Florida,4103,1,1989,232,84680
12,Florida,4105,1,1989,460,167900
12,Florida,4107,1,1989,311,113515
12,Florida,4108,1,1989,173,63145
12,Florida,4097,1,1986,1147,418655
12,Florida,4099,1,1986,201,73365
12,Florida,4103,1,1986,160,58400
12,Florida,4105,1,1986,153,55845
12,Florida,4107,1,1986,171,62415
12,Florida,4108,1,1986,111,23754
12,Florida,4103,1,1988,208,76128
12,Florida,4105,1,1988,141,51606
12,Florida,4107,1,1988,280,102480
12,Florida,4108,1,1988,153,55998
12,Florida,3995,1,1990,699,255135
12,Florida,3996,1,1990,203,74095
12,Florida,1060,1,1985,375,136875
12,Florida,1060,1,1987,392,143080
12,Florida,3995,1,1987,570,208050
12,Florida,3996,1,1987,236,86140
12,Florida,4097,1,1987,1517,553705
12,Florida,4099,1,1987,196,71540
12,Florida,4103,1,1987,179,65335
12,Florida,4105,1,1987,207,75555
12,Florida,4107,1,1987,256,93440
12,Florida,4108,1,1987,132,48180
12,Florida,1060,1,1990,253,92345
12,Florida,3995,1,1989,647,236155
13,Georgia,4111,1,1990,562,205130
13,Georgia,4111,1,1984,321,117486
13,Georgia,4111,1,1985,330,120450
13,Georgia,4111,1,1992,173,61415
13,Georgia,4111,1,1991,671,244915
13,Georgia,4111,1,1980,284,17324
13,Georgia,4111,1,1982,302,110230
13,Georgia,4111,1,1981,293,106945
13,Georgia,4111,1,1983,312,113880
13,Georgia,4111,1,1989,258,94170
13,Georgia,4111,1,1986,339,123735
13,Georgia,4111,1,1988,357,130662
13,Georgia,4111,1,1987,348,127020
15,Hawaii,7080,1,1987,151,55115
15,Hawaii,1003,1,1984,49,16415
15,Hawaii,1006,1,1984,131,47946
15,Hawaii,1008,1,1984,167,40915
15,Hawaii,7080,1,1984,136,49776
15,Hawaii,7080,1,1994,210,76650
15,Hawaii,1003,1,1987,96,35040
15,Hawaii,1006,1,1987,204,74460
15,Hawaii,1006,1,1983,93,33945
15,Hawaii,7080,1,1986,151,55115
15,Hawaii,1003,1,1992,178,65148
15,Hawaii,1003,1,1986,80,29200
15,Hawaii,1006,1,1986,187,68255
15,Hawaii,1008,1,1986,209,76285
15,Hawaii,7080,1,1989,447,163155
15,Hawaii,1006,1,1992,161,58926
15,Hawaii,1008,1,1992,344,125904
15,Hawaii,7080,1,1990,262,95630
15,Hawaii,1003,1,1993,126,45990
15,Hawaii,7080,1,1982,106,38690
15,Hawaii,1006,1,1993,188,68620
15,Hawaii,1008,1,1993,258,94170
15,Hawaii,1003,1,1994,135,49275
15,Hawaii,1006,1,1994,179,65335
15,Hawaii,7080,1,1985,144,52560
15,Hawaii,1003,1,1988,92,33672
15,Hawaii,1006,1,1988,200,73200
15,Hawaii,1008,1,1988,162,59292
15,Hawaii,1003,1,1990,184,67160
15,Hawaii,1006,1,1990,184,67160
15,Hawaii,1008,1,1990,357,130305
15,Hawaii,1008,1,1994,172,62780
15,Hawaii,1003,1,2004,270,98820
15,Hawaii,1006,1,2004,252,92232
15,Hawaii,1008,1,2004,493,180438
15,Hawaii,1003,1,2006,204,74460
15,Hawaii,1006,1,2006,257,93805
15,Hawaii,1008,1,2006,441,160965
15,Hawaii,1003,1,2005,396,144540
15,Hawaii,1006,1,2005,202,73730
15,Hawaii,1008,1,2005,424,154760
15,Hawaii,1003,1,2003,165,60225
15,Hawaii,1006,1,2003,182,66430
15,Hawaii,1008,1,2003,491,179215
15,Hawaii,7080,1,2003,433,65816
15,Hawaii,1003,1,1991,170,62050
15,Hawaii,7080,1,1992,235,86010
15,Hawaii,1003,1,1998,177,64605
15,Hawaii,1006,1,1998,193,70445
15,Hawaii,1008,1,1998,264,96360
15,Hawaii,7080,1,1993,223,81395
15,Hawaii,7080,1,1995,193,70445
15,Hawaii,1003,1,1997,84,30660
15,Hawaii,1006,1,1997,229,83585
15,Hawaii,1008,1,1997,289,105485
15,Hawaii,7080,1,1996,461,168726
15,Hawaii,7080,1,1997,375,136875
15,Hawaii,1006,1,1991,154,56210
15,Hawaii,1008,1,1991,351,128115
15,Hawaii,7080,1,1991,248,90520
15,Hawaii,1003,1,1995,138,50370
15,Hawaii,1006,1,1995,202,73730
15,Hawaii,1008,1,1995,324,118260
15,Hawaii,1003,1,1999,166,60590
15,Hawaii,1006,1,1999,157,57305
15,Hawaii,1008,1,1999,377,137605
15,Hawaii,1003,1,1996,175,64050
15,Hawaii,1006,1,1996,209,76494
15,Hawaii,1008,1,1996,254,92964
15,Hawaii,1003,1,2002,167,60955
15,Hawaii,1006,1,2002,210,76650
15,Hawaii,1008,1,2002,224,81760
15,Hawaii,7080,1,1998,285,104025
15,Hawaii,1003,1,2007,290,105850
15,Hawaii,1006,1,2007,218,79570
15,Hawaii,1008,1,2007,814,297110
15,Hawaii,1003,1,2000,180,65880
15,Hawaii,1006,1,2000,189,69174
15,Hawaii,1008,1,2000,490,179340
15,Hawaii,1006,1,2008,236,236
15,Hawaii,1008,1,2008,408,149328
15,Hawaii,1003,1,2008,231,231
15,Hawaii,1008,1,2009,369,22140
15,Hawaii,1003,1,2001,194,70810
15,Hawaii,1006,1,2001,220,80300
15,Hawaii,1008,1,2001,357,130305
15,Hawaii,7080,1,2000,608,222528
15,Hawaii,7080,1,2002,380,138700
15,Hawaii,7080,1,1999,504,183960
15,Hawaii,7080,1,2001,572,208780
15,Hawaii,7080,1,1979,65,23725
15,Hawaii,7080,1,1980,55,20130
15,Hawaii,1006,1,1982,150,54750
15,Hawaii,7080,1,1975,57,17442
15,Hawaii,7080,1,1976,61,22326
15,Hawaii,7080,1,1978,75,27375
15,Hawaii,1006,1,1981,146,53290
15,Hawaii,7080,1,1981,81,29565
15,Hawaii,7080,1,1977,68,24820
15,Hawaii,1006,1,1980,143,26312
15,Hawaii,1003,1,1989,87,31755
15,Hawaii,1006,1,1989,197,71905
15,Hawaii,1008,1,1989,177,64605
15,Hawaii,7080,1,1983,121,44165
15,Hawaii,1003,1,1985,65,23725
15,Hawaii,1006,1,1985,169,61685
15,Hawaii,1008,1,1985,211,77015
15,Hawaii,7080,1,1988,151,55266
15,Hawaii,1008,1,1987,219,79935
16,Idaho,1021,1,1994,633,231045
16,Idaho,1021,1,1986,456,166440
16,Idaho,1021,1,1992,402,147132
16,Idaho,1021,1,1993,776,283240
16,Idaho,1021,1,1988,473,173118
16,Idaho,1021,1,1990,446,162790
16,Idaho,1021,1,2004,644,235704
16,Idaho,1021,1,2006,668,142284
16,Idaho,1021,1,2005,656,239440
16,Idaho,1021,1,2003,626,228490
16,Idaho,1021,1,1998,473,172645
16,Idaho,1021,1,1996,330,120780
16,Idaho,1021,1,1997,450,164250
16,Idaho,1021,1,1991,492,179580
16,Idaho,1021,1,1995,760,277400
16,Idaho,1021,1,2002,597,217905
16,Idaho,1021,1,1999,530,193450
16,Idaho,1021,1,2000,528,193248
16,Idaho,1021,1,2001,565,206225
16,Idaho,1021,1,1989,490,178850
16,Idaho,1021,1,1985,387,35604
16,Idaho,1021,1,1987,456,166440
1,Alabama,4125,1,1990,636,232140
1,Alabama,4125,1,1984,680,248880
1,Alabama,4125,1,1994,709,258785
1,Alabama,4126,1,1994,2696,984040
1,Alabama,4125,1,1989,936,341640
1,Alabama,4126,1,1989,2416,881840
1,Alabama,4126,1,1990,2396,874540
1,Alabama,1021,1,1992,307,112362
1,Alabama,1021,1,1986,248,90520
1,Alabama,1021,1,1993,307,112055
1,Alabama,4125,1,1985,703,256595
1,Alabama,1021,1,1988,365,133590
1,Alabama,1021,1,1990,289,105485
1,Alabama,4125,1,2004,961,351726
1,Alabama,4125,1,2005,990,164340
1,Alabama,4125,1,2003,933,340545
1,Alabama,4125,1,1996,759,277794
1,Alabama,4126,1,1996,2860,1046760
1,Alabama,1021,1,1998,366,133590
1,Alabama,4125,1,1991,655,239075
1,Alabama,4126,1,1991,2467,900455
1,Alabama,4125,1,1995,737,269005
1,Alabama,4126,1,1995,2777,1013605
1,Alabama,1021,1,1996,345,126270
1,Alabama,4125,1,1992,674,246684
1,Alabama,4126,1,1992,2541,930006
1,Alabama,1021,1,1997,355,129575
1,Alabama,4125,1,1997,782,285430
1,Alabama,4126,1,1997,2946,1075290
1,Alabama,4125,1,1993,701,255865
1,Alabama,4126,1,1993,2360,861400
1,Alabama,1021,1,1991,298,108770
1,Alabama,1021,1,1995,323,117895
1,Alabama,1021,1,1999,377,137605
1,Alabama,4125,1,1998,805,293825
1,Alabama,4126,1,1998,3035,1107775
1,Alabama,1021,1,2000,388,5820
1,Alabama,4125,1,2000,854,312564
1,Alabama,4126,1,2000,3219,788655
1,Alabama,4125,1,2001,880,321200
1,Alabama,4125,1,2002,906,330690
1,Alabama,4125,1,1999,829,302585
1,Alabama,4126,1,1999,3126,1140990
1,Alabama,4125,1,1980,535,195810
1,Alabama,4125,1,1979,548,200020
1,Alabama,4125,1,1973,427,155855
1,Alabama,4125,1,1972,410,87740
1,Alabama,4125,1,1982,536,195640
1,Alabama,4125,1,1976,404,147864
1,Alabama,4125,1,1975,247,90155
1,Alabama,4125,1,1974,444,162060
1,Alabama,4125,1,1978,512,186880
1,Alabama,4125,1,1981,523,190895
1,Alabama,4125,1,1977,431,157315
1,Alabama,1021,1,1989,359,131035
1,Alabama,4125,1,1983,617,225205
1,Alabama,1021,1,1994,346,126290
1,Alabama,4125,1,1986,852,310980
1,Alabama,4125,1,1988,962,352092
1,Alabama,4126,1,1988,2191,602525
1,Alabama,1021,1,1985,192,41088
1,Alabama,1021,1,1987,332,121180
1,Alabama,4125,1,1987,842,307330
53,Washington,1501,1,1982,33,6072
53,Washington,1501,1,1983,35,12775
53,Washington,1501,1,1984,36,13176
53,Washington,1501,1,1985,34,12410
53,Washington,1501,1,1986,38,13870
53,Washington,1501,1,1987,39,14235
53,Washington,1501,1,1988,40,14640
53,Washington,1501,1,1989,41,14965
53,Washington,1501,1,1990,42,15330
53,Washington,1501,1,1991,77,28105
53,Washington,1501,1,1992,53,19398
53,Washington,1501,1,1993,55,20075
53,Washington,1501,1,1994,54,19710
53,Washington,1501,1,1995,14,5110
53,Washington,1501,1,1996,41,15006
53,Washington,1501,1,1997,56,20440
53,Washington,1501,1,1998,57,20805
53,Washington,1501,1,1999,46,16790
53,Washington,1501,1,2000,53,6466
56,Wyoming,2018,1,1983,253,23276
56,Wyoming,2018,1,1984,243,88938
56,Wyoming,2018,1,1985,243,88695
56,Wyoming,2018,1,1986,220,80300
56,Wyoming,2018,1,1987,218,79570
56,Wyoming,2018,1,1988,198,72468
56,Wyoming,2018,1,1989,198,72270
56,Wyoming,2018,1,1990,182,66430
56,Wyoming,2018,1,1991,183,66795
56,Wyoming,2018,1,1992,183,66978
56,Wyoming,2018,1,1993,167,60955
56,Wyoming,2018,1,1994,160,24320
17,Illinois,1003,1,1987,217,79205
17,Illinois,1003,1,1992,247,90402
17,Illinois,1003,1,1986,204,12444
17,Illinois,1003,1,1993,299,109135
17,Illinois,1003,1,1994,286,104390
17,Illinois,1003,1,1988,217,79422
17,Illinois,1003,1,1990,212,77380
17,Illinois,1003,1,2004,645,236070
17,Illinois,1003,1,2006,765,279225
17,Illinois,1003,1,2005,705,257325
17,Illinois,1003,1,2003,567,206955
17,Illinois,1003,1,1991,208,75920
17,Illinois,1003,1,1998,338,123370
17,Illinois,1003,1,1997,375,136875
17,Illinois,1003,1,1995,305,111325
17,Illinois,1003,1,1999,379,138335
17,Illinois,1003,1,1996,375,137250
17,Illinois,1003,1,2002,525,191625
17,Illinois,1003,1,2007,825,201300
17,Illinois,1003,1,2000,405,148230
17,Illinois,1003,1,2001,465,169725
17,Illinois,1003,1,1989,217,79205
18,Indiana,2009,1,1984,340,124440
18,Indiana,2009,1,1999,564,53580
18,Indiana,2009,1,1992,483,176778
18,Indiana,2009,1,1998,657,239805
18,Indiana,2009,1,1997,542,197830
18,Indiana,2009,1,1996,469,171654
18,Indiana,2009,1,1995,602,219730
18,Indiana,2009,1,1982,314,114610
18,Indiana,2009,1,1993,515,187975
18,Indiana,2009,1,1981,297,108405
18,Indiana,2009,1,1991,481,175565
18,Indiana,2009,1,1990,480,175200
18,Indiana,2009,1,1989,450,164250
18,Indiana,2009,1,1988,435,159210
18,Indiana,2009,1,1987,412,150380
18,Indiana,2009,1,1986,354,129210
18,Indiana,2009,1,1985,346,126290
18,Indiana,2009,1,1983,327,119355
18,Indiana,2009,1,1994,472,172280
