STATE_CODE,STATE_CODE_EXP,SHRP_ID,IMP_DATE,IMP_TYPE,IMP_TYPE_EXP,CONSTRUCTION_NO,IMP_QUANTITY,IMP_THICKNESS,IMP_QUANTITY_UNITS,IMP_QUANTITY_UNITS_EXP
27,Minnesota,2023,06-01-1999,29,"Surface Treatment, Double Layer ",2,,,,
27,Minnesota,1018,07-25-2003,31,Aggregate Seal Coat,6,,,,
27,Minnesota,1018,06-22-1995,55,Mill Existing Pavement and Overlay with Hot-Mix Recycled AC,4,667,"91,4",2,Square Yards
27,Minnesota,1023,08-19-1998,55,Mill Existing Pavement and Overlay with Hot-Mix Recycled AC,2,667,"101,6",2,Square Yards
27,Minnesota,6251,08-19-1998,55,Mill Existing Pavement and Overlay with Hot-Mix Recycled AC,2,667,"50,8",2,Square Yards
27,Minnesota,1004,07-01-2000,1,Crack Sealing,2,,,,
27,Minnesota,1016,03-15-1999,1,Crack Sealing,3,,,,
27,Minnesota,1018,04-01-2003,1,Crack Sealing,5,,,,
27,Minnesota,1023,04-15-2001,1,Crack Sealing,3,,,,
27,Minnesota,2018,06-01-2000,1,Crack Sealing,3,,,,
27,Minnesota,2023,06-01-2003,1,Crack Sealing,3,,,,
27,Minnesota,6251,06-01-2001,1,Crack Sealing,3,,,,
27,Minnesota,6251,06-01-2015,1,Crack Sealing,4,,,,
27,Minnesota,1016,09-17-1998,19,Asphalt Concrete Overlay,2,667,"38,1",2,Square Yards
27,Minnesota,1003,06-01-2004,24,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",2,,,,
27,Minnesota,1017,08-01-1998,24,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",2,,,,
27,Minnesota,2018,08-01-1998,24,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",2,,,,
27,Minnesota,2018,06-01-2000,24,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",3,,,,
27,Minnesota,1017,08-01-1998,25,"Patch Pot Holes - Hand Spread, Compacted with Truck",2,,,,
27,Minnesota,1018,06-15-1993,25,"Patch Pot Holes - Hand Spread, Compacted with Truck",2,,,,
27,Minnesota,1019,03-15-1992,25,"Patch Pot Holes - Hand Spread, Compacted with Truck",2,,,,
27,Minnesota,1019,03-15-1994,25,"Patch Pot Holes - Hand Spread, Compacted with Truck",3,,,,
27,Minnesota,1023,06-01-2016,25,"Patch Pot Holes - Hand Spread, Compacted with Truck",4,,,,
27,Minnesota,1085,04-01-1990,25,"Patch Pot Holes - Hand Spread, Compacted with Truck",2,,,,
27,Minnesota,1087,02-15-1999,25,"Patch Pot Holes - Hand Spread, Compacted with Truck",2,,,,
27,Minnesota,1087,06-01-2008,25,"Patch Pot Holes - Hand Spread, Compacted with Truck",3,,,,
27,Minnesota,1087,06-01-2011,25,"Patch Pot Holes - Hand Spread, Compacted with Truck",5,,,,
27,Minnesota,6251,06-01-2016,26,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),5,,,,
27,Minnesota,1017,06-01-2004,28,"Surface Treatment, Single Layer",3,,,,
27,Minnesota,1018,08-29-1994,28,"Surface Treatment, Single Layer",3,,,,
27,Minnesota,1020,06-01-2003,28,"Surface Treatment, Single Layer",3,,,,
27,Minnesota,1087,06-01-2010,28,"Surface Treatment, Single Layer",4,,,,
28,Mississippi,2807,02-01-1994,51,Mill Off AC and Overlay with AC ,3,667,"50,8",2,Square Yards
28,Mississippi,3081,08-08-1996,51,Mill Off AC and Overlay with AC ,3,667,"38,1",2,Square Yards
28,Mississippi,3091,06-30-1995,51,Mill Off AC and Overlay with AC ,2,667,"38,1",2,Square Yards
28,Mississippi,3093,06-02-1989,51,Mill Off AC and Overlay with AC ,2,667,"76,2",2,Square Yards
28,Mississippi,3094,06-02-1989,51,Mill Off AC and Overlay with AC ,2,667,"76,2",2,Square Yards
28,Mississippi,1001,06-07-1998,11,AC Shoulder Replacement,2,222,,2,Square Yards
28,Mississippi,3081,09-15-1990,11,AC Shoulder Replacement,2,1111,"101,6",2,Square Yards
28,Mississippi,3090,09-20-2000,31,Aggregate Seal Coat,2,,,,
28,Mississippi,1001,06-08-1998,55,Mill Existing Pavement and Overlay with Hot-Mix Recycled AC,2,,"63,5",,
28,Mississippi,3087,08-16-1996,19,Asphalt Concrete Overlay,2,667,"50,8",2,Square Yards
28,Mississippi,3087,10-26-2012,19,Asphalt Concrete Overlay,3,656,"38,1",2,Square Yards
28,Mississippi,2807,05-15-1997,24,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",4,,,,
28,Mississippi,1001,05-15-2002,25,"Patch Pot Holes - Hand Spread, Compacted with Truck",3,,,,
28,Mississippi,1802,05-15-1997,25,"Patch Pot Holes - Hand Spread, Compacted with Truck",2,,,,
28,Mississippi,1802,05-15-1999,25,"Patch Pot Holes - Hand Spread, Compacted with Truck",3,,,,
28,Mississippi,2807,05-15-1992,25,"Patch Pot Holes - Hand Spread, Compacted with Truck",2,,,,
28,Mississippi,3085,05-15-1997,25,"Patch Pot Holes - Hand Spread, Compacted with Truck",2,,,,
28,Mississippi,3089,05-15-1997,25,"Patch Pot Holes - Hand Spread, Compacted with Truck",2,,,,
28,Mississippi,3085,07-15-2001,28,"Surface Treatment, Single Layer",3,,,,
