VISIT_DATE,STATE_CODE,STATE_CODE_EXP,SHRP_ID,VISIT_NO,RUN_NUMBER,IRI_LEFT_WHEEL_PATH,IRI_RIGHT_WHEEL_PATH,IRI_CENTER_LANE,MRI,CONSTRUCTION_NO
08/25/1991,85,Newfoundland,1801,85180103,5,2.12100005149841,2.16300010681152,,2.14199995994568,1
08/13/1994,85,Newfoundland,1801,85180107,1,2.30800008773804,2.79800009727478,,2.55299997329712,1
09/16/1992,85,Newfoundland,1801,85180104,1,2.13199996948242,2.15199995040894,,2.14199995994568,1
07/30/1990,85,Newfoundland,1801,85180102,1,1.90900003910065,2.17400002479553,,2.04099988937378,1
07/22/1999,85,Newfoundland,1808,85180809,2,0.739000022411346,0.910000026226044,,0.824999988079071,1
02/18/1994,50,Vermont,1002,50100205,6,1.39999997615814,1.38499999046326,,1.39300000667572,1
05/09/1991,50,Vermont,1002,50100203,5,1.05499994754791,1.07799994945526,,1.06599998474121,1
10/22/1989,50,Vermont,1002,50100201,5,1.17700004577637,1.22599995136261,,1.20200002193451,1
07/23/1992,50,Vermont,1002,50100204,4,1.19599997997284,1.03999996185303,,1.11800003051758,1
07/25/1994,50,Vermont,1002,50100207,4,1.29299998283386,1.31099998950958,,1.30200004577637,1
10/22/1989,50,Vermont,1002,50100201,4,1.17999994754791,1.2610000371933,,1.22000002861023,1
10/23/1994,50,Vermont,1002,50100208,2,1.25100004673004,1.14900004863739,,1.20000004768372,1
07/13/1999,50,Vermont,1002,50100220,9,1.57500004768372,1.28199994564056,,1.42799997329712,1
07/22/1995,50,Vermont,1002,50100212,3,1.28199994564056,1.15699994564056,,1.22000002861023,1
02/21/1995,50,Vermont,1002,50100210,4,1.48500001430511,1.39800000190735,,1.44200003147125,1
05/18/1995,50,Vermont,1002,50100211,4,1.22599995136261,1.16199994087219,,1.19400000572205,1
07/22/1995,50,Vermont,1002,50100212,4,1.26800000667572,1.18299996852875,,1.22599995136261,1
10/23/1994,50,Vermont,1002,50100208,5,1.23699998855591,1.13399994373322,,1.18599998950958,1
10/05/1999,23,Maine,1012,23101208,2,0.71399998664856,0.648999989032745,,0.681999981403351,1
09/01/1999,34,New Jersey,1638,34163809,5,0.964999973773956,1.09599995613098,,1.02999997138977,1
09/01/1999,34,New Jersey,1638,34163809,4,1.02100002765656,1.07099997997284,,1.0460000038147,1
11/30/1989,34,New Jersey,1638,34163801,3,0.921000003814697,0.921000003814697,,0.921000003814697,1
11/16/1990,34,New Jersey,1638,34163802,5,0.952000021934509,0.934000015258789,,0.943000018596649,1
12/14/1999,37,North Carolina,1030,37103011,2,1.09399998188019,1.26300001144409,,1.17799997329712,1
12/14/1999,37,North Carolina,1030,37103011,1,1.0789999961853,1.21800005435944,,1.14900004863739,1
12/14/1999,37,North Carolina,1030,37103011,5,1.10500001907349,1.25899994373322,,1.182000041008,1
12/17/1994,37,North Carolina,1030,37103007,1,1.06099998950958,1.1690000295639,,1.11500000953674,1
12/17/1994,37,North Carolina,1030,37103007,2,1.04700005054474,1.1599999666214,,1.10300004482269,1
06/03/1992,37,North Carolina,1030,37103005,4,0.842000007629395,1.16999995708466,,1.00600004196167,1
12/09/1990,37,North Carolina,1030,37103003,2,1.05400002002716,1.16600000858307,,1.11000001430511,1
01/30/1990,37,North Carolina,1030,37103002,2,1.05900001525879,1.12999999523163,,1.09500002861023,1
06/03/1992,37,North Carolina,1030,37103005,5,0.880999982357025,1.14800000190735,,1.01499998569489,1
12/15/1995,37,North Carolina,1030,37103008,4,1.08899998664856,1.17799997329712,,1.13300001621246,1
12/11/1989,37,North Carolina,1030,37103001,2,0.998000025749206,1.09200000762939,,1.04499995708466,1
03/08/1991,37,North Carolina,1030,37103004,3,1.08899998664856,1.12399995326996,,1.10599994659424,1
04/21/1993,37,North Carolina,1030,37103006,5,0.949000000953674,1.18900001049042,,1.06900000572205,1
12/17/1994,37,North Carolina,1030,37103007,4,1.0460000038147,1.15799999237061,,1.10199999809265,1
12/09/1990,37,North Carolina,1030,37103003,3,1.09599995613098,1.15699994564056,,1.12600004673004,1
12/09/1990,37,North Carolina,1030,37103003,1,1.02900004386902,1.15400004386902,,1.09099996089935,1
12/11/1989,37,North Carolina,1030,37103001,1,1.03299999237061,1.10399997234344,,1.067999958992,1
12/15/1995,37,North Carolina,1030,37103008,3,1.08200001716614,1.24000000953674,,1.16100001335144,1
09/01/1999,34,New Jersey,1638,34163809,9,0.925999999046326,1.10899996757507,,1.01800000667572,1
07/24/1999,85,Newfoundland,1801,85180111,2,3.22499990463257,3.07999992370605,,3.15300011634827,1
10/06/1989,85,Newfoundland,1808,85180801,3,0.805000007152557,0.917999982833862,,0.861999988555908,1
08/26/1993,85,Newfoundland,1808,85180805,2,0.736000001430511,0.986000001430512,,0.861000001430512,1
09/14/1992,85,Newfoundland,1808,85180804,5,0.856000006198883,0.950999975204467,,0.903999984264374,1
10/06/1989,85,Newfoundland,1808,85180801,2,0.816999971866608,0.921999990940094,,0.869000017642975,1
08/08/1995,85,Newfoundland,1808,85180807,5,0.737999975681305,0.986000001430512,,0.861999988555908,1
08/26/1993,85,Newfoundland,1808,85180805,1,0.727999985218048,1.01999998092651,,0.874000012874603,1
08/26/1991,85,Newfoundland,1808,85180803,3,0.952000021934509,0.953000009059906,,0.953000009059906,1
10/06/1989,85,Newfoundland,1808,85180801,4,0.781000018119812,0.919000029563904,,0.850000023841858,1
10/23/1994,50,Vermont,1002,50100208,3,1.24899995326996,1.14199995994568,,1.19500005245209,1
10/22/1989,50,Vermont,1002,50100201,3,1.26199996471405,1.30499994754791,,1.28299999237061,1
05/09/1991,50,Vermont,1002,50100203,4,1.08000004291534,1.07000005245209,,1.07500004768372,1
08/27/1993,85,Newfoundland,1801,85180106,4,2.3289999961853,2.625,,2.47699999809265,1
04/21/1993,37,North Carolina,1030,37103006,3,0.906000018119812,1.17700004577637,,1.04100000858307,1
04/21/1993,37,North Carolina,1030,37103006,2,0.929000020027161,1.19900000095367,,1.06400001049042,1
03/08/1991,37,North Carolina,1030,37103004,2,1.07400000095367,1.16499996185303,,1.12000000476837,1
03/08/1991,37,North Carolina,1030,37103004,1,1.07099997997284,1.11899995803833,,1.09500002861023,1
01/30/1990,37,North Carolina,1030,37103002,1,1.02699995040894,1.13199996948242,,1.08000004291534,1
12/17/1994,37,North Carolina,1030,37103007,3,1.06500005722046,1.1690000295639,,1.11699998378754,1
12/11/1989,37,North Carolina,1030,37103001,3,1.00600004196167,1.09399998188019,,1.04999995231628,1
01/30/1990,37,North Carolina,1030,37103002,3,1.05900001525879,1.1360000371933,,1.09700000286102,1
12/09/1990,37,North Carolina,1030,37103003,4,1.08399999141693,1.15299999713898,,1.11800003051758,1
07/24/1999,85,Newfoundland,1801,85180111,5,3.27999997138977,2.99600005149841,,3.13800001144409,1
